,AFFGEOID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME.1,LSAD,ALAND,AWATER,AREA,PERIMETER,CAABA_,CAABA_ID,NAME.2,Total,White,Black,AIndian,Asian,Hawaiian,Max,residuals,div,Diversity,mean.partmat
2995,1400000US06065042515,6,65,42515,6065042515,425.15,CT,1354400,0,18037550502,1379632.843,19,18,South Coast,4254,2723,304,62,0,0,2723,55.54049471,0.640103432,0.359896568,6.238557275
3005,1400000US06065042620,6,65,42620,6065042620,426.2,CT,35172025,378393,18037550502,1379632.843,19,18,South Coast,11802,3745,1601,113,770,0,3745,1399.302991,0.317319098,0.682680902,5.637681668
3016,1400000US06065042716,6,65,42716,6065042716,427.16,CT,2689857,720305,18037550502,1379632.843,19,18,South Coast,5502,4930,0,19,46,0,4930,2187.123533,0.896037804,0.103962196,4.873829221
3026,1400000US06065042731,6,65,42731,6065042731,427.31,CT,20570138,27128,18037550502,1379632.843,19,18,South Coast,5780,4095,236,0,274,0,4095,1410.670911,0.708477509,0.291522491,5.210202705
3048,1400000US06065043008,6,65,43008,6065043008,430.08,CT,30298977,0,18037550502,1379632.843,19,18,South Coast,6430,4061,234,29,44,0,4061,1376.174747,0.631570762,0.368429238,5.789343135
1675,1400000US06037541400,6,37,541400,6037541400,5414,CT,954535,0,18037550502,1379632.843,19,18,South Coast,7428,3025,1275,21,46,0,3025,598.428223,0.407242865,0.592757135,11.10500794
1687,1400000US06037542105,6,37,542105,6037542105,5421.05,CT,623487,0,18037550502,1379632.843,19,18,South Coast,4893,2729,385,10,47,0,2729,81.63514557,0.557735541,0.442264459,10.93217005
1699,1400000US06037543000,6,37,543000,6037543000,5430,CT,1314897,0,18037550502,1379632.843,19,18,South Coast,4565,883,2463,0,46,0,2463,-1248.850231,0.539539978,0.460460022,11.13259191
3117,1400000US06065043702,6,65,43702,6065043702,437.02,CT,2686403,98421,18037550502,1379632.843,19,18,South Coast,5120,4071,123,147,325,0,4071,1358.637633,0.795117188,0.204882812,4.882639228
3137,1400000US06065044104,6,65,44104,6065044104,441.04,CT,43139492,0,18037550502,1379632.843,19,18,South Coast,3027,2540,3,13,83,0,2540,-202.1322202,0.839114635,0.160885365,4.590904335
3150,1400000US06065046500,6,65,46500,6065046500,465,CT,4692652,14300,18037550502,1379632.843,19,18,South Coast,7155,2497,738,102,2482,0,2497,-62.79186979,0.348986723,0.651013277,7.731403157
2629,1400000US06059086305,6,59,86305,6059086305,863.05,CT,1453007,0,18037550502,1379632.843,19,18,South Coast,4457,3544,82,12,683,3,3544,821.4662664,0.795153691,0.204846309,8.800812868
2639,1400000US06059086602,6,59,86602,6059086602,866.02,CT,1143900,0,18037550502,1379632.843,19,18,South Coast,6551,3944,176,11,922,0,3944,1244.785985,0.602045489,0.397954511,8.715926225
2663,1400000US06059087505,6,59,87505,6059087505,875.05,CT,657056,0,18037550502,1379632.843,19,18,South Coast,5542,3576,251,28,525,63,3576,895.3921429,0.645254421,0.354745579,8.44671824
2678,1400000US06059088101,6,59,88101,6059088101,881.01,CT,3484654,0,18037550502,1379632.843,19,18,South Coast,2141,1304,83,20,479,3,1304,-1418.285651,0.609061186,0.390938814,8.932709262
1212,1400000US06037407002,6,37,407002,6037407002,4070.02,CT,2809995,243696,18037550502,1379632.843,19,18,South Coast,3854,1514,42,30,480,0,1514,-1218.457018,0.392838609,0.607161391,11.75410626
1223,1400000US06037407701,6,37,407701,6037407701,4077.01,CT,1134475,0,18037550502,1379632.843,19,18,South Coast,5158,3068,251,113,546,0,3068,387.3921429,0.594804188,0.405195812,11.87450504
1266,1400000US06037408722,6,37,408722,6037408722,4087.22,CT,2103511,0,18037550502,1379632.843,19,18,South Coast,4708,1731,34,58,2137,0,2137,-1003.441675,0.453908241,0.546091759,11.18648604
1276,1400000US06037430302,6,37,430302,6037430302,4303.02,CT,1937348,1671,18037550502,1379632.843,19,18,South Coast,6325,4681,246,21,523,0,4681,1999.151732,0.740079051,0.259920949,12.3715422
1286,1400000US06037430802,6,37,430802,6037430802,4308.02,CT,1856894,1218,18037550502,1379632.843,19,18,South Coast,4075,1157,0,0,2765,0,2765,-1585.876467,0.678527607,0.321472393,12.22317944
1310,1400000US06037432500,6,37,432500,6037432500,4325,CT,2611603,204454,18037550502,1379632.843,19,18,South Coast,8733,3700,114,0,3054,0,3700,985.4048939,0.423680293,0.576319707,12.06810275
1322,1400000US06037433304,6,37,433304,6037433304,4333.04,CT,789659,0,18037550502,1379632.843,19,18,South Coast,4909,1934,24,7,1590,0,1934,-802.9224959,0.393970259,0.606029741,11.82755813
2827,1400000US06059110401,6,59,110401,6059110401,1104.01,CT,2270486,0,18037550502,1379632.843,19,18,South Coast,5250,3477,57,39,1183,0,3477,748.2642137,0.662285714,0.337714286,9.275708312
2856,1400000US06065031401,6,65,31401,6065031401,314.01,CT,2264167,0,18037550502,1379632.843,19,18,South Coast,7166,5293,591,136,124,0,5293,2696.74006,0.738626849,0.261373151,8.988468133
1600,1400000US06037533702,6,37,533702,6037533702,5337.02,CT,324089,0,18037550502,1379632.843,19,18,South Coast,3593,2566,13,20,0,16,2566,-173.6513991,0.714166435,0.285833565,11.11315462
1633,1400000US06037535300,6,37,535300,6037535300,5353,CT,1080458,0,18037550502,1379632.843,19,18,South Coast,6243,4094,303,169,17,0,4094,1426.292413,0.655774467,0.344225533,11.20267026
1723,1400000US06037544001,6,37,544001,6037544001,5440.01,CT,1851104,18703,18037550502,1379632.843,19,18,South Coast,4420,2560,164,84,580,0,2560,-142.1910006,0.57918552,0.42081448,10.89346682
1746,1400000US06037551501,6,37,551501,6037551501,5515.01,CT,1447652,19675,18037550502,1379632.843,19,18,South Coast,5084,2274,315,0,429,6,2274,-390.7306021,0.447285602,0.552714398,10.88896272
1757,1400000US06037552302,6,37,552302,6037552302,5523.02,CT,961503,0,18037550502,1379632.843,19,18,South Coast,3381,1283,277,25,655,0,1283,-1391.157722,0.379473529,0.620526471,10.3664365
1777,1400000US06037553802,6,37,553802,6037553802,5538.02,CT,1740073,36396,18037550502,1379632.843,19,18,South Coast,6100,2078,921,68,387,44,2078,-436.3928438,0.340655738,0.659344262,10.78078415
1787,1400000US06037554203,6,37,554203,6037554203,5542.03,CT,684290,0,18037550502,1379632.843,19,18,South Coast,3938,2067,479,0,301,0,2067,-557.0451361,0.524885729,0.475114271,10.43722458
1834,1400000US06037570601,6,37,570601,6037570601,5706.01,CT,780449,0,18037550502,1379632.843,19,18,South Coast,5201,1725,1020,83,749,81,1725,-764.8327149,0.331666987,0.668333013,10.77997117
1849,1400000US06037571503,6,37,571503,6037571503,5715.03,CT,908989,0,18037550502,1379632.843,19,18,South Coast,3620,1589,543,5,832,0,1589,-1019.167881,0.438950276,0.561049724,10.6561564
3160,1400000US06065048800,6,65,48800,6065048800,488,CT,4300085,156211,18037550502,1379632.843,19,18,South Coast,4412,1626,914,0,302,0,1626,-890.1294185,0.368540345,0.631459655,5.966627008
3448,1400000US06071011203,6,71,11203,6071011203,112.03,CT,5959186,488348,18037550502,1379632.843,19,18,South Coast,1315,1191,5,8,0,57,1191,-1550.636056,0.905703422,0.094296578,3.38091421
1097,1400000US06037401902,6,37,401902,6037401902,4019.02,CT,2656563,3536,18037550502,1379632.843,19,18,South Coast,5344,4128,247,72,616,0,4128,1446.399814,0.77245509,0.22754491,13.33294503
1109,1400000US06037402405,6,37,402405,6037402405,4024.05,CT,900372,0,18037550502,1379632.843,19,18,South Coast,2882,1282,344,0,120,78,1282,-1375.536221,0.444829979,0.555170021,12.89921036
1129,1400000US06037403312,6,37,403312,6037403312,4033.12,CT,6906834,30054,18037550502,1379632.843,19,18,South Coast,4950,1913,366,20,1858,0,1913,-739.0784145,0.386464646,0.613535354,12.32741157
1139,1400000US06037403325,6,37,403325,6037403325,4033.25,CT,15704657,0,18037550502,1379632.843,19,18,South Coast,5015,1688,191,21,2479,16,2479,-1007.492784,0.494317049,0.505682951,11.20700515
1151,1400000US06037403703,6,37,403703,6037403703,4037.03,CT,2161223,0,18037550502,1379632.843,19,18,South Coast,4800,3104,170,0,625,0,3104,403.297492,0.646666667,0.353333333,12.93751243
1175,1400000US06037404803,6,37,404803,6037404803,4048.03,CT,471768,16401,18037550502,1379632.843,19,18,South Coast,1713,414,14,64,270,0,414,-2325.403317,0.241681261,0.758318739,12.09533611
1187,1400000US06037405302,6,37,405302,6037405302,4053.02,CT,1797003,0,18037550502,1379632.843,19,18,South Coast,6044,1927,129,0,1008,0,1927,-783.8738744,0.31882859,0.68117141,12.19285373
2715,1400000US06059099212,6,59,99212,6059099212,992.12,CT,1279172,0,18037550502,1379632.843,19,18,South Coast,5054,3673,44,0,851,0,3673,941.0391463,0.726751088,0.273248912,8.563718984
2739,1400000US06059099242,6,59,99242,6059099242,992.42,CT,1225245,0,18037550502,1379632.843,19,18,South Coast,3829,2572,0,0,639,0,2572,-170.8764666,0.671715853,0.328284147,8.563718984
2749,1400000US06059099305,6,59,99305,6059099305,993.05,CT,1403502,0,18037550502,1379632.843,19,18,South Coast,7843,5668,56,9,416,73,5668,2939.016132,0.722682647,0.277317353,8.599923502
2769,1400000US06059099502,6,59,99502,6059099502,995.02,CT,19157348,1255795,18037550502,1379632.843,19,18,South Coast,588,343,88,8,10,6,343,-2378.045241,0.583333333,0.416666667,9.389989162
2781,1400000US06059099603,6,59,99603,6059099603,996.03,CT,5348806,9734,18037550502,1379632.843,19,18,South Coast,6669,4600,42,17,1276,278,4600,1867.542982,0.689758584,0.310241416,8.961057828
469,1400000US06037195300,6,37,195300,6037195300,1953,CT,580349,0,18037550502,1379632.843,19,18,South Coast,3518,1947,12,0,640,11,1947,-792.8994812,0.553439454,0.446560546,11.69519021
489,1400000US06037199110,6,37,199110,6037199110,1991.1,CT,902099,0,18037550502,1379632.843,19,18,South Coast,2506,1406,144,44,52,0,1406,-1301.152643,0.561053472,0.438946528,11.26367878
500,1400000US06037201200,6,37,201200,6037201200,2012,CT,440691,0,18037550502,1379632.843,19,18,South Coast,2582,1874,6,0,152,0,1874,-867.3879739,0.725793958,0.274206042,11.29263602
542,1400000US06037207102,6,37,207102,6037207102,2071.02,CT,415045,0,18037550502,1379632.843,19,18,South Coast,2350,132,43,0,1992,0,1992,-2600.208936,0.847659574,0.152340426,11.24681191
568,1400000US06037209103,6,37,209103,6037209103,2091.03,CT,124015,0,18037550502,1379632.843,19,18,South Coast,3390,1030,26,29,107,14,1030,-1706.426332,0.303834808,0.696165192,11.44048235
582,1400000US06037211121,6,37,211121,6037211121,2111.21,CT,213921,0,18037550502,1379632.843,19,18,South Coast,2307,557,134,0,853,5,853,-2152.633464,0.369744257,0.630255743,11.58756411
2795,1400000US06059110001,6,59,110001,6059110001,1100.01,CT,1261632,0,18037550502,1379632.843,19,18,South Coast,4289,3328,102,0,661,0,3328,610.4279086,0.775938447,0.224061553,9.096214726
2820,1400000US06059110201,6,59,110201,6059110201,1102.01,CT,1953002,0,18037550502,1379632.843,19,18,South Coast,8064,4695,434,28,2369,0,4695,2059.791169,0.582217262,0.417782738,9.231665278
980,1400000US06037296902,6,37,296902,6037296902,2969.02,CT,493111,0,18037550502,1379632.843,19,18,South Coast,3920,2915,188,0,122,0,2915,218.76297,0.743622449,0.256377551,10.58329995
990,1400000US06037297602,6,37,297602,6037297602,2976.02,CT,622070,0,18037550502,1379632.843,19,18,South Coast,3791,2671,231,46,299,0,2671,-14.56949928,0.70456344,0.29543656,10.48947236
1001,1400000US06037300901,6,37,300901,6037300901,3009.01,CT,6949367,3868,18037550502,1379632.843,19,18,South Coast,6085,3798,53,17,1801,0,3798,1068.271885,0.624157765,0.375842235,11.63942104
1023,1400000US06037302102,6,37,302102,6037302102,3021.02,CT,1037513,0,18037550502,1379632.843,19,18,South Coast,5730,4317,24,0,796,0,4317,1580.077504,0.753403141,0.246596859,11.58938843
1078,1400000US06037401002,6,37,401002,6037401002,4010.02,CT,1473432,0,18037550502,1379632.843,19,18,South Coast,3983,3180,218,34,210,0,3180,491.2054333,0.798393171,0.201606829,13.26400239
1092,1400000US06037401701,6,37,401701,6037401701,4017.01,CT,1995568,0,18037550502,1379632.843,19,18,South Coast,4266,3257,297,5,361,0,3257,587.8039199,0.763478669,0.236521331,13.34917235
2596,1400000US06059075605,6,59,75605,6059075605,756.05,CT,4194076,184104,18037550502,1379632.843,19,18,South Coast,5376,3552,60,0,1213,21,3552,824.00846,0.660714286,0.339285714,8.594234552
3359,1400000US06071004504,6,71,4504,6071004504,45.04,CT,6871094,0,18037550502,1379632.843,19,18,South Coast,7962,5202,856,25,512,21,5202,2671.481819,0.653353429,0.346646571,4.599938348
3378,1400000US06071006100,6,71,6100,6071006100,61,CT,4377818,37681,18037550502,1379632.843,19,18,South Coast,9688,4033,945,196,125,0,4033,1524.561127,0.416288192,0.583711808,3.915878921
3412,1400000US06071007604,6,71,7604,6071007604,76.04,CT,7236261,317225,18037550502,1379632.843,19,18,South Coast,4154,1956,198,41,795,21,1956,-737.7562089,0.470871449,0.529128551,4.66028011
3427,1400000US06071008500,6,71,8500,6071008500,85,CT,26843200,0,18037550502,1379632.843,19,18,South Coast,7981,6722,225,0,684,0,6722,4034.942008,0.842250345,0.157749655,4.903913572
3454,1400000US06071011403,6,71,11403,6071011403,114.03,CT,9928491,0,18037550502,1379632.843,19,18,South Coast,3327,3219,0,0,65,0,3219,476.1235334,0.967538323,0.032461677,3.515273818
3459,1400000US06071012400,6,71,12400,6071012400,124,CT,8505673,473973,18037550502,1379632.843,19,18,South Coast,3512,2022,170,0,133,0,2022,-678.702508,0.575740319,0.424259681,5.96617178
478,1400000US06037195901,6,37,195901,6037195901,1959.01,CT,290879,0,18037550502,1379632.843,19,18,South Coast,2566,1482,111,17,140,0,1482,-1233.339352,0.577552611,0.422447389,11.63710731
510,1400000US06037201700,6,37,201700,6037201700,2017,CT,1694749,0,18037550502,1379632.843,19,18,South Coast,5837,3236,213,172,791,39,3236,545.9650228,0.554394381,0.445605619,11.26386717
714,1400000US06037228220,6,37,228220,6037228220,2282.2,CT,366214,0,18037550502,1379632.843,19,18,South Coast,4080,1417,558,0,6,9,1417,-1187.446649,0.347303922,0.652696078,11.32379995
809,1400000US06037240700,6,37,240700,6037240700,2407,CT,1194494,0,18037550502,1379632.843,19,18,South Coast,5917,2368,1998,0,17,0,2368,120.7915881,0.400202805,0.599797195,11.23864984
976,1400000US06037296402,6,37,296402,6037296402,2964.02,CT,1045979,0,18037550502,1379632.843,19,18,South Coast,2774,2024,173,26,191,0,2024,-675.9582616,0.7296323,0.2703677,10.72245914
1118,1400000US06037402801,6,37,402801,6037402801,4028.01,CT,1804259,4003,18037550502,1379632.843,19,18,South Coast,5240,3921,25,45,100,0,3921,1184.325586,0.748282443,0.251717557,12.81378643
1213,1400000US06037407101,6,37,407101,6037407101,4071.01,CT,1135256,0,18037550502,1379632.843,19,18,South Coast,5113,2572,19,153,252,0,2572,-166.1629065,0.503031488,0.496968512,11.83297471
1299,1400000US06037431700,6,37,431700,6037431700,4317,CT,3165218,0,18037550502,1379632.843,19,18,South Coast,6389,1926,22,55,4248,0,4248,-811.4186602,0.664892784,0.335107216,11.88273397
1479,1400000US06037501803,6,37,501803,6037501803,5018.03,CT,592458,0,18037550502,1379632.843,19,18,South Coast,4654,1754,127,26,115,0,1754,-957.3700387,0.376880103,0.623119897,10.93263512
1570,1400000US06037532400,6,37,532400,6037532400,5324,CT,12496795,442625,18037550502,1379632.843,19,18,South Coast,59,12,0,0,2,0,12,-2730.876467,0.203389831,0.796610169,11.2003952
1679,1400000US06037541605,6,37,541605,6037541605,5416.05,CT,867709,0,18037550502,1379632.843,19,18,South Coast,5550,2091,1202,0,0,0,2091,-353.681771,0.376756757,0.623243243,10.97213115
1776,1400000US06037553801,6,37,553801,6037553801,5538.01,CT,1294831,0,18037550502,1379632.843,19,18,South Coast,4105,1659,798,20,201,60,1659,-885.9069432,0.404141291,0.595858709,10.78078415
1846,1400000US06037571300,6,37,571300,6037571300,5713,CT,2053601,43182,18037550502,1379632.843,19,18,South Coast,4304,2783,400,0,344,151,2783,139.3563772,0.646607807,0.353392193,10.54818305
2034,1400000US06037620400,6,37,620400,6037620400,6204,CT,2572414,10360,18037550502,1379632.843,19,18,South Coast,5118,3826,17,24,740,0,3826,1087.340929,0.74755764,0.25244236,11.60431312
2204,1400000US06037920038,6,37,920038,6037920038,9200.38,CT,994798,0,18037550502,1379632.843,19,18,South Coast,4347,2764,317,18,322,8,2764,99.76556213,0.63584081,0.36415919,9.791195258
2269,1400000US06059001505,6,59,1505,6059001505,15.05,CT,3126891,7184,18037550502,1379632.843,19,18,South Coast,7089,4840,194,14,1315,17,4840,2145.251463,0.682747919,0.317252081,10.05564642
2321,1400000US06059021820,6,59,21820,6059021820,218.2,CT,1998708,0,18037550502,1379632.843,19,18,South Coast,4479,3052,15,0,1131,0,3052,312.8447651,0.681402099,0.318597901,9.738327638
2602,1400000US06059075805,6,59,75805,6059075805,758.05,CT,1347440,0,18037550502,1379632.843,19,18,South Coast,4309,2835,6,0,152,0,2835,93.6120261,0.657925273,0.342074727,8.632127366
2684,1400000US06059088202,6,59,88202,6059088202,882.02,CT,933471,0,18037550502,1379632.843,19,18,South Coast,3397,1548,18,37,1274,15,1548,-1190.410989,0.455696203,0.544303797,8.520260562
2753,1400000US06059099309,6,59,99309,6059099309,993.09,CT,2042802,0,18037550502,1379632.843,19,18,South Coast,5299,4401,146,33,373,0,4401,1694.343521,0.830534063,0.169465937,8.599923502
1963,1400000US06037601002,6,37,601002,6037601002,6010.02,CT,633250,0,18037550502,1379632.843,19,18,South Coast,5579,854,3143,32,180,0,3143,-1109.154397,0.56336261,0.43663739,11.64288526
3182,1400000US06071000108,6,71,108,6071000108,1.08,CT,2879346,0,18037550502,1379632.843,19,18,South Coast,5113,2825,198,0,1441,0,2825,131.2437911,0.552513202,0.447486798,11.72371799
3283,1400000US06071002037,6,71,2037,6071002037,20.37,CT,4610529,0,18037550502,1379632.843,19,18,South Coast,8068,4134,1114,208,1118,62,4134,1667.487003,0.512394646,0.487605354,10.31247655
3366,1400000US06071004604,6,71,4604,6071004604,46.04,CT,2447196,0,18037550502,1379632.843,19,18,South Coast,5670,3807,422,40,29,16,3807,1168.814184,0.671428571,0.328571429,4.997041746
1457,1400000US06037500201,6,37,500201,6037500201,5002.01,CT,7221565,755,18037550502,1379632.843,19,18,South Coast,6327,4818,12,0,542,47,4818,2078.100519,0.76149834,0.23850166,10.76163575
1037,1400000US06037310202,6,37,310202,6037310202,3102.02,CT,915006,0,18037550502,1379632.843,19,18,South Coast,4837,3752,169,0,445,0,3752,1051.04941,0.77568741,0.22431259,11.8635793
1056,1400000US06037311801,6,37,311801,6037311801,3118.01,CT,577802,8024,18037550502,1379632.843,19,18,South Coast,3475,2559,32,0,244,12,2559,-175.9378391,0.736402878,0.263597122,11.94635253
1062,1400000US06037400204,6,37,400204,6037400204,4002.04,CT,7273443,247157,18037550502,1379632.843,19,18,South Coast,6331,4768,241,0,653,0,4768,2084.911322,0.75311957,0.24688043,13.33794102
1069,1400000US06037400403,6,37,400403,6037400403,4004.03,CT,12904741,6525,18037550502,1379632.843,19,18,South Coast,4145,2691,332,0,361,0,2691,30.48679377,0.649215923,0.350784077,13.33854536
1091,1400000US06037401603,6,37,401603,6037401603,4016.03,CT,1857822,81053,18037550502,1379632.843,19,18,South Coast,2841,2527,39,14,86,27,2527,-206.2012643,0.889475537,0.110524463,13.32617474
1111,1400000US06037402501,6,37,402501,6037402501,4025.01,CT,1015920,0,18037550502,1379632.843,19,18,South Coast,5418,4541,64,119,292,30,4541,1814.000788,0.838132152,0.161867848,12.73289823
1732,1400000US06037550601,6,37,550601,6037550601,5506.01,CT,1172071,0,18037550502,1379632.843,19,18,South Coast,5817,3655,257,0,251,0,3655,975.8806356,0.628330755,0.371669245,10.88184319
1751,1400000US06037551900,6,37,551900,6037551900,5519,CT,1541997,27579,18037550502,1379632.843,19,18,South Coast,5366,3019,268,149,626,0,3019,342.6095388,0.562616474,0.437383526,10.52691028
102,1400000US06037113321,6,37,113321,6037113321,1133.21,CT,1048340,17,18037550502,1379632.843,19,18,South Coast,5616,2569,411,0,1085,0,2569,-71.91471958,0.45744302,0.54255698,12.64172437
138,1400000US06037119341,6,37,119341,6037119341,1193.41,CT,326387,0,18037550502,1379632.843,19,18,South Coast,2643,1377,53,0,709,0,1377,-1352.728115,0.520998865,0.479001135,12.53790107
294,1400000US06037134800,6,37,134800,6037134800,1348,CT,1859220,15191,18037550502,1379632.843,19,18,South Coast,6223,2837,407,7,907,7,2837,195.092952,0.455889442,0.544110558,13.57968164
380,1400000US06037185202,6,37,185202,6037185202,1852.02,CT,1205736,0,18037550502,1379632.843,19,18,South Coast,3896,1439,217,89,273,0,1439,-1250.042649,0.369353183,0.630646817,11.37297177
977,1400000US06037296500,6,37,296500,6037296500,2965,CT,902420,6249,18037550502,1379632.843,19,18,South Coast,4160,2615,389,77,250,0,2615,-31.37252599,0.628605769,0.371394231,10.67544071
1035,1400000US06037310100,6,37,310100,6037310100,3101,CT,13135918,58294,18037550502,1379632.843,19,18,South Coast,5699,4762,11,13,772,0,4762,2021.852437,0.83558519,0.16441481,11.86557574
1147,1400000US06037403408,6,37,403408,6037403408,4034.08,CT,3172242,0,18037550502,1379632.843,19,18,South Coast,6311,1103,238,30,4349,0,4349,-1580.832925,0.689114245,0.310885755,12.11431258
1162,1400000US06037404301,6,37,404301,6037404301,4043.01,CT,1107477,0,18037550502,1379632.843,19,18,South Coast,5976,1902,166,10,311,0,1902,-799.6948364,0.318273092,0.681726908,12.97517722
1198,1400000US06037406200,6,37,406200,6037406200,4062,CT,1901211,0,18037550502,1379632.843,19,18,South Coast,5832,2551,332,96,802,0,2551,-109.5132062,0.437414266,0.562585734,12.48715445
1234,1400000US06037408135,6,37,408135,6037408135,4081.35,CT,1129932,0,18037550502,1379632.843,19,18,South Coast,4327,569,468,0,2080,0,2080,-2057.774039,0.480702565,0.519297435,12.03555539
1259,1400000US06037408629,6,37,408629,6037408629,4086.29,CT,1757591,0,18037550502,1379632.843,19,18,South Coast,2815,859,121,5,1608,0,1608,-1853.858531,0.571225577,0.428774423,11.0372837
1273,1400000US06037430102,6,37,430102,6037430102,4301.02,CT,1294195,0,18037550502,1379632.843,19,18,South Coast,5007,2128,220,32,434,0,2128,-560.2984025,0.425004993,0.574995007,12.44566067
1292,1400000US06037431100,6,37,431100,6037431100,4311,CT,3015525,0,18037550502,1379632.843,19,18,South Coast,7015,3194,750,0,868,0,3194,637.1851155,0.45531005,0.54468995,12.33078759
1329,1400000US06037433501,6,37,433501,6037433501,4335.01,CT,1171422,16621,18037550502,1379632.843,19,18,South Coast,1975,1461,0,0,67,44,1461,-1281.876467,0.739746835,0.260253165,11.43926504
1343,1400000US06037460100,6,37,460100,6037460100,4601,CT,5659644,16289,18037550502,1379632.843,19,18,South Coast,6051,4644,541,3,281,0,4644,2035.335955,0.76747645,0.23252355,11.76927966
1377,1400000US06037462900,6,37,462900,6037462900,4629,CT,2368716,0,18037550502,1379632.843,19,18,South Coast,3769,2453,296,6,689,0,2453,-216.4441622,0.650835765,0.349164235,11.83668412
1399,1400000US06037480202,6,37,480202,6037480202,4802.02,CT,1517325,0,18037550502,1379632.843,19,18,South Coast,2732,1315,34,6,1122,0,1315,-1419.441675,0.481332357,0.518667643,11.59875067
1788,1400000US06037554204,6,37,554204,6037554204,5542.04,CT,659355,0,18037550502,1379632.843,19,18,South Coast,4278,1883,526,76,452,0,1883,-729.385277,0.440158953,0.559841047,10.61061722
1803,1400000US06037554519,6,37,554519,6037554519,5545.19,CT,1644431,90472,18037550502,1379632.843,19,18,South Coast,3528,812,120,0,2256,86,2256,-1901.106613,0.639455782,0.360544218,9.972089194
1809,1400000US06037554802,6,37,554802,6037554802,5548.02,CT,1535369,0,18037550502,1379632.843,19,18,South Coast,6305,2416,453,107,2321,0,2416,-214.495271,0.383187946,0.616812054,10.21218956
1838,1400000US06037570702,6,37,570702,6037570702,5707.02,CT,676553,0,18037550502,1379632.843,19,18,South Coast,2442,1327,210,43,366,0,1327,-1363.779224,0.543407043,0.456592957,10.69097921
1860,1400000US06037572201,6,37,572201,6037572201,5722.01,CT,1533448,20731,18037550502,1379632.843,19,18,South Coast,7207,2068,1218,1,1861,228,2068,-372.7124573,0.28694325,0.71305675,10.76092357
1877,1400000US06037573401,6,37,573401,6037573401,5734.01,CT,1007606,4445,18037550502,1379632.843,19,18,South Coast,1346,809,72,13,208,3,809,-1916.014555,0.601040119,0.398959881,10.70118294
1911,1400000US06037575901,6,37,575901,6037575901,5759.01,CT,417611,68001,18037550502,1379632.843,19,18,South Coast,3050,1189,747,0,171,0,1189,-1368.559131,0.389836066,0.610163934,10.61406935
1928,1400000US06037576901,6,37,576901,6037576901,5769.01,CT,444896,0,18037550502,1379632.843,19,18,South Coast,6381,3698,640,19,685,1,3698,1113.896083,0.579532989,0.420467011,10.46293391
1980,1400000US06037602002,6,37,602002,6037602002,6020.02,CT,531123,4612,18037550502,1379632.843,19,18,South Coast,3024,1745,373,16,98,0,1745,-905.3418397,0.577050265,0.422949735,11.54284362
2008,1400000US06037603101,6,37,603101,6037603101,6031.01,CT,881550,0,18037550502,1379632.843,19,18,South Coast,4420,1089,1251,94,1264,1,1264,-1343.525748,0.285972851,0.714027149,11.25694001
2044,1400000US06037620904,6,37,620904,6037620904,6209.04,CT,576177,426037,18037550502,1379632.843,19,18,South Coast,2418,2281,0,0,113,0,2281,-461.8764666,0.943341605,0.056658395,11.58501225
2064,1400000US06037650501,6,37,650501,6037650501,6505.01,CT,990300,0,18037550502,1379632.843,19,18,South Coast,3151,2059,21,31,785,0,2059,-678.6667423,0.653443351,0.346556649,11.37180038
2078,1400000US06037651102,6,37,651102,6037651102,6511.02,CT,839418,0,18037550502,1379632.843,19,18,South Coast,3899,2086,111,15,1138,9,2086,-629.3393524,0.535008977,0.464991023,11.19491579
2112,1400000US06037700502,6,37,700502,6037700502,7005.02,CT,504038,0,18037550502,1379632.843,19,18,South Coast,4311,3357,172,25,293,0,3357,656.7936563,0.778705637,0.221294363,12.2249151
2134,1400000US06037701902,6,37,701902,6037701902,7019.02,CT,1790959,439378,18037550502,1379632.843,19,18,South Coast,3979,3188,190,6,366,0,3188,492.2591342,0.801206333,0.198793667,12.5946913
1428,1400000US06037481605,6,37,481605,6037481605,4816.05,CT,764937,0,18037550502,1379632.843,19,18,South Coast,3075,585,0,48,1857,0,1857,-2157.876467,0.603902439,0.396097561,11.34355489
1435,1400000US06037481901,6,37,481901,6037481901,4819.01,CT,1833957,0,18037550502,1379632.843,19,18,South Coast,6197,2058,33,23,2682,0,2682,-676.6897569,0.43279006,0.56720994,11.30221369
1471,1400000US06037501300,6,37,501300,6037501300,5013,CT,2006794,690,18037550502,1379632.843,19,18,South Coast,7254,3735,68,0,203,0,3735,1008.993117,0.514888337,0.485111663,11.08399644
1508,1400000US06037503401,6,37,503401,6037503401,5034.01,CT,1937345,0,18037550502,1379632.843,19,18,South Coast,6888,4545,149,51,374,0,4545,1839.087768,0.659843206,0.340156794,10.51067541
1526,1400000US06037530005,6,37,530005,6037530005,5300.05,CT,2285259,0,18037550502,1379632.843,19,18,South Coast,4912,1962,43,49,2596,0,2596,-770.2089359,0.528501629,0.471498371,11.22806386
1580,1400000US06037533002,6,37,533002,6037533002,5330.02,CT,485248,0,18037550502,1379632.843,19,18,South Coast,2619,1638,0,0,0,0,1638,-1104.876467,0.625429553,0.374570447,11.22687568
1613,1400000US06037534202,6,37,534202,6037534202,5342.02,CT,583070,0,18037550502,1379632.843,19,18,South Coast,5904,4235,9,46,88,0,4235,1494.356272,0.717310298,0.282689702,10.99407683
